id,category,english,korean,grammar_id,grammar_name,structure,difficulty,page,syntax_chunks_eng,syntax_chunks_kor,syntax_roles,role_in_sentence,variation_flags
L02-071,Extra/Extracted,The vegetables will go to every kitc hen in our town.,야채는 우리 마을의 모든 닭장으로 갈 것입니다.,,to부정사 / 조동사,to + V / Modal + V,중,,The vegetables will go to | every kitc hen in our town.,야채는 우리 마을의 | 모든 닭장으로 갈 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-072,Extra/Extracted,in charge of       nursing home     kitchen After You Read A೧ Bѱ June 17 I visited the town garden after school.,요양원 주방 담당 After You Read A೧ Bѱ 6월 17일 방과 후 마을 정원을 방문했습니다.,,시간의 접속사 / 현재분사/동명사,When/While + S + V / V-ing,중,34,in charge of       nursing home     | kitchen After You Read A೧ Bѱ June 17 I visited the town garden after school.,요양원 주방 담당 After You Read A೧ | Bѱ 6월 17일 방과 후 마을 정원을 방문했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-073,Extra/Extracted,Some people were  while they were looking at the beautiful garden.,어떤 사람들은 아름다운 정원을 바라보며 있었습니다.,,시간의 접속사 / 현재분사/동명사,When/While + S + V / V-ing,중,34,Some people were  while they | were looking at the beautiful garden.,어떤 사람들은 아름다운 | 정원을 바라보며 있었습니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-074,Extra/Extracted,I picked    and took them t o the  .,나는 그것들을 골라서 로 가져갔습니다.,,일반 문장,-,중,34,I picked    and | took them t o the  .,나는 그것들을 | 골라서 로 가져갔습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-075,Extra/Extracted,I’m proud that we made a pretty for .,를 위해 예쁜 작품을 만들어서 자랑스럽습니다.,,접속사/관계대명사 that,that + S + V / N + that,중,34,I’m proud that we | made a pretty for .,를 위해 예쁜 | 작품을 만들어서 자랑스럽습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-076,Extra/Extracted,We picked vegetables.,우리는 야채를 골랐습니다.,,일반 문장,-,중,34,We | picked vegetables.,우리는 | 야채를 골랐습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-077,Extra/Extracted,Now we’re having a party.,이제 우리는 파티를 하고 있어요.,,현재분사/동명사,V-ing,중,34,Now we’re | having a party.,이제 우리는 | 파티를 하고 있어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-078,Extra/Extracted,"Adapted from Green Thumbs (Jennifer Overend Prior, 2006) Let’s Make Our Town Better 35 [Page 35] Build         U   p Focus In B I had to admit the lot looked much better.","Green Thumbs에서 각색(Jennifer Overend Prior, 2006) Let's Make Our Town Better 35 [Page 35] Build Up Focus In B 부지가 훨씬 좋아 보였다는 점을 인정해야 했습니다.",,to부정사 / 비교급,to + V / Comparative,중,29,"Adapted from Green Thumbs (Jennifer Overend Prior, 2006) Let’s Make Our Town Better 35 [Page 35] Build    |      U   p Focus In B I had to admit the lot looked much better.","Green Thumbs에서 각색(Jennifer Overend Prior, 2006) Let's Make Our Town Better 35 [Page | 35] Build Up Focus In B 부지가 훨씬 좋아 보였다는 점을 인정해야 했습니다.",Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-079,Extra/Extracted,A  Sandwiches are very tasty.,A 샌드위치가 정말 맛있어요.,,일반 문장,-,중,35,A  Sandwiches | are very tasty.,A 샌드위치가 | 정말 맛있어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-080,Extra/Extracted,Say Say   He was surprised that he hadn’t locked the door.,Say Say 그는 문을 잠그지 않은 것에 놀랐다.,,수동태 / 접속사/관계대명사 that,be + p.p. / that + S + V / N + that,중,35,Say Say   He was | surprised that he hadn’t locked the door.,Say Say 그는 문을 | 잠그지 않은 것에 놀랐다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-081,Extra/Extracted,Write Write  When Mr.,쓰세요 씨가 있을 때 쓰세요.,,시간의 접속사,When/While + S + V,중,,Write Write |  When Mr.,쓰세요 씨가 | 있을 때 쓰세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-082,Extra/Extracted,"Han came back home, 1.","한씨가 집으로 돌아왔다, 1.",,일반 문장,-,중,,"Han came | back home, 1.","한씨가 집으로 | 돌아왔다, 1.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-083,Extra/Extracted,he found somebody   rice for him.,그는 그를 위해 밥을 줄 사람을 찾았습니다.,,일반 문장,-,중,35,he found somebody  |  rice for him.,그는 그를 위해 | 밥을 줄 사람을 찾았습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-084,Extra/Extracted,he was surprised because somebody T-shirt.,그는 누군가 T 셔츠 때문에 놀랐습니다.,,이유의 접속사 / 수동태,Because/Since + S + V / be + p.p.,중,35,he was surprised | because somebody T-shirt.,그는 누군가 T | 셔츠 때문에 놀랐습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-085,Extra/Extracted,he was happy that house.,그는 그 집이 행복했어요.,,접속사/관계대명사 that,that + S + V / N + that,중,,he was | happy that house.,그는 그 | 집이 행복했어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-086,Extra/Extracted,cook rice                        fix one’s chair wash one’s T-shirt        clean one’s house I think sandwiches are much healthier than gimbap.,밥 짓기 의자 고치기 티셔츠 빨래 집 청소하기 김밥보다 샌드위치가 훨씬 건강에 좋은 것 같아요.,,비교급,Comparative,중,35,cook rice                       |  fix one’s chair wash one’s T-shirt        clean one’s house I think sandwiches are much healthier than gimbap.,밥 짓기 의자 고치기 티셔츠 빨래 집 | 청소하기 김밥보다 샌드위치가 훨씬 건강에 좋은 것 같아요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-087,Extra/Extracted,healthy     tasty     sweet     hot     popular     delicious rNVDI  GBS  FWFOs A I was glad my dad had made me wear gloves.,건강하다 맛있다 달콤하다 뜨겁다 인기가 좋다 rNVDI GBS FWFOs A 아버지께서 장갑을 끼게 해주셔서 기뻤습니다.,,일반 문장,-,중,35,healthy     tasty     sweet     hot     popular |     delicious rNVDI  GBS  FWFOs A I was glad my dad had made me wear gloves.,건강하다 맛있다 달콤하다 뜨겁다 인기가 좋다 rNVDI | GBS FWFOs A 아버지께서 장갑을 끼게 해주셔서 기뻤습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-088,Extra/Extracted,36 Lesson 2 [Page 36] Self-study Guide Think & Try      ׮ Talk about What Happened ׮פTip I had already eaten lunch when he called.,36 Lesson 2 [Page 36] 자습 가이드 생각하고 시도하기 ׮ 무슨 일이 있었는지 이야기해 보세요 ׮פ팁 그가 전화했을 때 나는 이미 점심을 먹고 있었습니다.,,시간의 접속사 / 의문사 구문,When/While + S + V / Wh-word,중,36,36 Lesson 2 [Page 36] Self-study Guide Think & Try     |  ׮ Talk about What Happened ׮פTip I had already eaten lunch when he called.,36 Lesson 2 [Page 36] 자습 가이드 생각하고 시도하기 ׮ 무슨 일이 | 있었는지 이야기해 보세요 ׮פ팁 그가 전화했을 때 나는 이미 점심을 먹고 있었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-089,Extra/Extracted,I had watched TV before I helped Mom.,나는 엄마를 돕기 전에 TV를 본 적이 있었습니다.,,시간의 접속사 / 완료시제,When/While + S + V / have + p.p.,중,36,I had watched TV | before I helped Mom.,나는 엄마를 돕기 전에 | TV를 본 적이 있었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-090,Extra/Extracted,IFMQFE .PN TBOHB TPOH QMBZFEB HBNF XBUDIFE ׮Your Turn e.g.,IFMQFE .PN TBOH B TPOH QMBZFE B HBNF XBUDIFE ׮ 귀하의 차례입니다.,,일반 문장,-,중,,IFMQFE .PN TBOHB TPOH QMBZFEB | HBNF XBUDIFE ׮Your Turn e.g.,IFMQFE .PN TBOH B TPOH QMBZFE | B HBNF XBUDIFE ׮ 귀하의 차례입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-091,Extra/Extracted,I got up late because I had gone to bed late.,늦게 잠자리에 들었기 때문에 늦게 일어났습니다.,,이유의 접속사 / to부정사,Because/Since + S + V / to + V,중,36,I got up late because | I had gone to bed late.,늦게 잠자리에 들었기 | 때문에 늦게 일어났습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-092,Extra/Extracted,MPTUIJTLFZ DPVMEOsUPQFO UIFEPPS B C Let’s Make Our Town Better 37 [Page 37] Express Yourself My Favorite Place at My School • the Science Club Apr.,MPTU IJT LFZ DPVMEOsU PQFO UIF EPPS B C 우리 마을을 더 좋게 만들자 37 [페이지 37] 학교에서 내가 가장 좋아하는 장소 표현하기 • 과학 클럽 Apr.,,비교급 / 사역동사,Comparative / make/have/let + O + V,중,29,MPTUIJTLFZ DPVMEOsUPQFO UIFEPPS B C Let’s Make Our Town Better 37 [Page 37] | Express Yourself My Favorite Place at My School • the Science Club Apr.,MPTU IJT LFZ DPVMEOsU PQFO UIF EPPS B C 우리 마을을 더 좋게 | 만들자 37 [페이지 37] 학교에서 내가 가장 좋아하는 장소 표현하기 • 과학 클럽 Apr.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-093,Extra/Extracted,5: plant the tree • the Makers Club Apr.,5: 나무 심기 • 메이커스 클럽 4월.,,일반 문장,-,중,37,5: plant the tree | • the Makers Club Apr.,5: 나무 심기 | • 메이커스 클럽 4월.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-094,Extra/Extracted,11: paint it red • the class leaders Apr.,11: 빨간색으로 칠하기 • 반장 4월.,,일반 문장,-,중,37,11: paint it red | • the class leaders Apr.,11: 빨간색으로 칠하기 | • 반장 4월.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-095,Extra/Extracted,15: set up the board Apr.,15: 이사회 설립,,일반 문장,-,중,,15: set up | the board Apr.,15: | 이사회 설립,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-096,Extra/Extracted,16: put up some posters • the Cooking Club Apr.,16: 포스터 게시 • 요리 동아리 4월.,,현재분사/동명사,V-ing,중,37,16: put up some posters | • the Cooking Club Apr.,16: 포스터 게시 | • 요리 동아리 4월.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-097,Extra/Extracted,5: pull wild plants Apr.,5: 야생 식물을 뽑습니다.,,일반 문장,-,중,,5: pull | wild plants Apr.,5: 야생 | 식물을 뽑습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-098,Extra/Extracted,7: plant vegetables A   Let’s talk about the bench.,7: 야채 심기 A 벤치에 대해 이야기해보자.,,일반 문장,-,중,29,7: plant vegetables A  |  Let’s talk about the bench.,7: 야채 심기 | A 벤치에 대해 이야기해보자.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-099,Extra/Extracted,What do you think of it?,당신은 그것에 대해 어떻게 생각하세요?,,의문사 구문,Wh-word,중,37,What do you | think of it?,당신은 그것에 | 대해 어떻게 생각하세요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-100,Extra/Extracted,B I like it very much.,B 아주 좋아해요.,,일반 문장,-,중,37,B I like | it very much.,B | 아주 좋아해요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-101,Extra/Extracted,"You know, the Makers Club painted it red.",아시다시피 메이커스 클럽에서는 빨간색으로 칠했어요.,,일반 문장,-,중,37,"You know, the Makers | Club painted it red.",아시다시피 메이커스 | 클럽에서는 빨간색으로 칠했어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-102,Extra/Extracted,38 Lesson 2 [Page 38] Self-check • the Art Club Mar.,38 2과 [38쪽] 자기점검 • 미술동아리 Mar.,,일반 문장,-,중,,38 Lesson 2 [Page 38] | Self-check • the Art Club Mar.,38 2과 [38쪽] | 자기점검 • 미술동아리 Mar.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-103,Extra/Extracted,15: draw fl  owers Mar.,15: 꽃 그리기 3월,,일반 문장,-,중,,15: draw fl |  owers Mar.,15: 꽃 | 그리기 3월,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-104,Extra/Extracted,17: draw wings • the Green Club Apr.,17: 날개 그리기 • Green Club Apr.,,일반 문장,-,중,38,17: draw wings • | the Green Club Apr.,17: 날개 그리기 | • Green Club Apr.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-105,Extra/Extracted,5: put some fi  sh into it The Art Club drew wings on this wall.,5: 물고기를 넣어보세요. 미술부에서는 이 벽에 날개를 그렸습니다.,,일반 문장,-,중,38,5: put some fi  sh into it | The Art Club drew wings on this wall.,5: 물고기를 넣어보세요. 미술부에서는 | 이 벽에 날개를 그렸습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-106,Extra/Extracted,"Thanks to the Art Club, this place is much popular  before.",아트클럽 덕분에 이곳은 예전부터 많은 인기를 끌었습니다.,,시간의 접속사 / to부정사,When/While + S + V / to + V,중,38,"Thanks to the Art Club, this | place is much popular  before.",아트클럽 덕분에 이곳은 | 예전부터 많은 인기를 끌었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-107,Extra/Extracted,The Green Club this pond.,그린클럽은 이 연못입니다.,,일반 문장,-,중,38,The Green | Club this pond.,그린클럽은 | 이 연못입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-108,Extra/Extracted,"Thanks to the Green Club, this place before.",예전에는 그린클럽 덕분에 이런 곳이 있었습니다.,,시간의 접속사 / to부정사,When/While + S + V / to + V,중,38,"Thanks to the Green | Club, this place before.",예전에는 그린클럽 덕분에 | 이런 곳이 있었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-109,Extra/Extracted,"Your Turn Let’s Make Our Town Better 39 [Page 39] Project Step 1     ׮ Step 2   ׮ Option Step 3   ׮ Our Town Symbol This is Oksig, which I drew as a symbol of my town.",여러분의 차례 우리 마을을 더 좋게 만들자 39 [쪽 39] 프로젝트 1단계 ׮ 2단계 ׮ 선택 3단계 ׮ 우리 마을 상징 제가 사는 마을의 상징으로 그린 ​​옥식입니다.,,이유의 접속사 / 관계대명사,Because/Since + S + V / Relative Pronoun,중,29,"Your Turn Let’s Make Our Town Better 39 [Page 39] Project Step 1     ׮ Step 2   | ׮ Option Step 3   ׮ Our Town Symbol This is Oksig, which I drew as a symbol of my town.",여러분의 차례 우리 마을을 더 좋게 만들자 39 [쪽 39] 프로젝트 1단계 ׮ | 2단계 ׮ 선택 3단계 ׮ 우리 마을 상징 제가 사는 마을의 상징으로 그린 ​​옥식입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-110,Extra/Extracted,I designed this after I had taken pictures of many different kin ds of corn.,다양한 종류의 옥수수 사진을 찍은 후에 이것을 디자인했습니다.,,시간의 접속사 / 완료시제,When/While + S + V / have + p.p.,중,39,I designed this after I had taken | pictures of many different kin ds of corn.,다양한 종류의 옥수수 사진을 | 찍은 후에 이것을 디자인했습니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-111,Extra/Extracted,I hope everybody likes it.,모두가 좋아하길 바랍니다.,,일반 문장,-,중,39,I hope | everybody likes it.,모두가 | 좋아하길 바랍니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-112,Extra/Extracted,40 Lesson 2 [Page 40] interesting towns More Info Kampong Ayer is the largest “water village” in the world.,"40 2과 [40 페이지] 흥미로운 마을 추가 정보 Kampong Ayer는 세계에서 가장 큰 ""물 마을""입니다.",,현재분사/동명사 / 비교급,V-ing / Comparative,중,40,40 Lesson 2 [Page 40] interesting towns More Info | Kampong Ayer is the largest “water village” in the world.,"40 2과 [40 페이지] 흥미로운 마을 추가 | 정보 Kampong Ayer는 세계에서 가장 큰 ""물 마을""입니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-113,Extra/Extracted,It is made up of about 40 small villages.,약 40개의 작은 마을로 이루어져 있다.,,일반 문장,-,중,40,It is made up | of about 40 small villages.,약 40개의 작은 | 마을로 이루어져 있다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-114,Extra/Extracted,All the houses are built over the water.,모든 집은 물 위에 지어졌습니다.,,비교급,Comparative,중,40,All the houses are | built over the water.,모든 집은 | 물 위에 지어졌습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-115,Extra/Extracted,It is called the Venice of Asia.,아시아의 베니스라고 불립니다.,,수동태,be + p.p.,중,40,It is called | the Venice of Asia.,아시아의 | 베니스라고 불립니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-116,Extra/Extracted,"There are schools, p olice stations, gas stations, and post ofﬁ  ces.","학교, 경찰서, 주유소, 우체국이 있습니다.",,일반 문장,-,중,40,"There are schools, p olice stations, | gas stations, and post ofﬁ  ces.","학교, 경찰서, | 주유소, 우체국이 있습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-117,Extra/Extracted,It is much more beautiful than Kampong Ayer is the largest “water village” in the world.,"세계에서 가장 큰 ""물 마을""인 Kampong Ayer보다 훨씬 더 아름답습니다.",,비교급 / 최상급,Comparative / Superlative,중,40,It is much more beautiful than Kampong Ayer | is the largest “water village” in the world.,"세계에서 가장 큰 ""물 마을""인 | Kampong Ayer보다 훨씬 더 아름답습니다.",Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-118,Extra/Extracted,(1)   I stopped complaining when I found the neighbors had made rows!,(1) 이웃들이 소란을 피우는 것을 보고 나는 불평을 멈췄습니다!,,시간의 접속사 / 현재분사/동명사,When/While + S + V / V-ing,중,41,(1)   I stopped complaining when | I found the neighbors had made rows!,(1) 이웃들이 소란을 피우는 | 것을 보고 나는 불평을 멈췄습니다!,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-119,Extra/Extracted,"(2)   The tomato plants grew an inch, and the beans doubled in size.",(2) 토마토 식물은 1인치 자랐고 콩의 크기는 두 배로 늘어났습니다.,,일반 문장,-,중,41,"(2)   The tomato plants grew | an inch, and the beans doubled in size.",(2) 토마토 식물은 1인치 자랐고 | 콩의 크기는 두 배로 늘어났습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-120,Extra/Extracted,"(1)   (water, plant) We    the  tomatoes  after  Dad them.","(1) (물, 식물) We the Tomato after Dad them.",,시간의 접속사 / 비교급,When/While + S + V / Comparative,중,41,"(1)   (water, plant) We   |  the  tomatoes  after  Dad them.","(1) (물, 식물) We | the Tomato after Dad them.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-121,Extra/Extracted,"(2)   (even, good, than) Playing baseball is watching baseball games.","(2) (even, good, than) 야구를 하는 것은 야구 경기를 보는 것이다.",,현재분사/동명사,V-ing,중,41,"(2)   (even, good, than) | Playing baseball is watching baseball games.","(2) (even, good, than) 야구를 | 하는 것은 야구 경기를 보는 것이다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-122,Extra/Extracted,I’m going to clean the streets with my friends.,친구들과 함께 거리를 청소할 거예요.,,to부정사 / 현재분사/동명사,to + V / V-ing,중,,I’m going to clean | the streets with my friends.,친구들과 함께 | 거리를 청소할 거예요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-123,Extra/Extracted,sneeze Listen & Speak Neighborhood Project • At 2:30 p.m.,재채기 듣기 & 말하기 이웃 프로젝트 • 오후 2시 30분,,일반 문장,-,중,42,sneeze Listen & Speak Neighborhood | Project • At 2:30 p.m.,재채기 듣기 & 말하기 이웃 | 프로젝트 • 오후 2시 30분,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-124,Extra/Extracted,"A   (the c lass party , talk, let’s, about) Who will make posters?","A (the class party , talk, let's, about) 포스터는 누가 만들까요?",,관계대명사 / 조동사,Relative Pronoun / Modal + V,중,28,"A   (the c lass party | , talk, let’s, about) Who will make posters?","A (the class party , | talk, let's, about) 포스터는 누가 만들까요?",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-125,Extra/Extracted,"A  (for, thank you, volunteering) let sign ght ful tou gh eaty eze si li as sne tuce Adapted from Green Thumbs (Jennifer Overend Prior, 2006) 42 Lesson 2 [Page 42] L.O.V.E by Natalie Cole Let’s Sing Along L, is for the way you look at me And love it’s all that I can give to you E, is even more than anyone Words Listen & Speak Read & Write Let’s Make Our Town Better 43 [Page 43] We’ll learn ....","A (for, Thank you, Volunteering) let sign ght ful toough toough toough eaty eze si li as sne tuce Adapted from Green Thumbs (Jennifer Overend Prior, 2006) 42 Lesson 2 [Page 42] L.O.V.E - Natalie Cole Let's Sing Along L, is for the way you looking at you And love it's all the way I can give you E, is even more than other Words 듣기 & 말하기 읽기 & 쓰기 우리 마을을 더 좋게 만들자 43 [43 페이지] 우리는 ....",,이유의 접속사 / 수동태,Because/Since + S + V / be + p.p.,중,28,"A  (for, thank you, volunteering) let sign ght ful tou gh eaty eze si li as sne tuce Adapted from Green Thumbs (Jennifer Overend Prior, 2006) 42 Lesson 2 [Page 42] L.O.V.E by Natalie Cole Let’s Sing Along L, is | for the way you look at me And love it’s all that I can give to you E, is even more than anyone Words Listen & Speak Read & Write Let’s Make Our Town Better 43 [Page 43] We’ll learn ....","A (for, Thank you, Volunteering) let sign ght ful toough toough toough eaty eze si li as sne tuce Adapted from Green Thumbs (Jennifer Overend Prior, 2006) 42 Lesson 2 [Page 42] L.O.V.E - Natalie Cole Let's Sing Along L, | is for the way you looking at you And love it's all the way I can give you E, is even more than other Words 듣기 & 말하기 읽기 & 쓰기 우리 마을을 더 좋게 만들자 43 [43 페이지] 우리는 ....",Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-126,Extra/Extracted,Self-check׮ Good luck!,자가 점검 ׮ 행운을 빕니다!,,일반 문장,-,중,,Self-check׮ | Good luck!,자가 점검 | ׮ 행운을 빕니다!,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-127,Extra/Extracted,I can’t wait for the school festival.,학교 축제가 너무 기대돼요.,,조동사,Modal + V,중,43,I can’t wait | for the school festival.,학교 축제가 | 너무 기대돼요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-128,Extra/Extracted,Get Ready׮ Lesson 44 Lesson 3 [Page 44] Watch & Think Laugh First and Then Think 45,준비하세요 ׮ 44과 3과 [44페이지] 보고 생각하기 먼저 웃고 생각하기 45,,일반 문장,-,중,44,Get Ready׮ Lesson 44 Lesson 3 [Page 44] | Watch & Think Laugh First and Then Think 45,준비하세요 ׮ 44과 3과 [44페이지] | 보고 생각하기 먼저 웃고 생각하기 45,Main Clause | Sub Clause,AutoParsed,generic_concept
