id,category,english,korean,grammar_id,grammar_name,structure,difficulty,page,syntax_chunks_eng,syntax_chunks_kor,syntax_roles,role_in_sentence,variation_flags
L02-80,Extra/Reading_for_Fun,"Fun Facts •      A worker bee makes hundreds of trips to produce a small amount of •   By moving around, honeybees help plants Search and take notes.",재미있는 사실 • 일벌은 소량의 양을 생산하기 위해 수백 번 이동합니다. • 꿀벌은 돌아다니면서 식물을 검색하고 기록하는 데 도움을 줍니다.,G0299,to부정사 / 현재분사/동명사,to + V / V-ing,중,42,"Fun Facts •      A worker bee makes hundreds of trips to produce | a small amount of •   By moving around, honeybees help plants Search and take notes.",재미있는 사실 • 일벌은 소량의 양을 생산하기 위해 수백 번 | 이동합니다. • 꿀벌은 돌아다니면서 식물을 검색하고 기록하는 데 도움을 줍니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-81,Extra/Reading_for_Fun,Look at the sun rising over the sea.,바다 위로 떠오르는 태양을 보세요.,G0299,현재분사/동명사 / 비교급,V-ing / Comparative,중,43,Look at the sun | rising over the sea.,바다 위로 | 떠오르는 태양을 보세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-82,Extra/Reading_for_Fun,the picture painted by a parrot.,앵무새가 그린 그림.,G0299,일반 문장,-,중,43,the picture painted | by a parrot.,앵무새가 | 그린 그림.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-83,Extra/Reading_for_Fun,I take care of street cats since they need help.,나는 길고양이를 돌본다. 도움이 필요하기 때문이다.,G0299,이유의 접속사,Because/Since + S + V,중,43,I take care of street | cats since they need help.,나는 길고양이를 돌본다. | 도움이 필요하기 때문이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-84,Extra/Reading_for_Fun,Though the trains were on time.,기차가 정시에 도착했지만.,G0299,양보의 접속사,Though + S + V,중,43,Though the trains | were on time.,기차가 | 정시에 도착했지만.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-85,Extra/Reading_for_Fun,run painttake sitmake It is hot.,페인트테이크 sitmake를 실행하세요. 정말 뜨겁습니다.,G0299,일반 문장,-,중,43,run painttake sitmake | It is hot.,페인트테이크 sitmake를 | 실행하세요. 정말 뜨겁습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-86,Extra/Reading_for_Fun,I ate a whole pizza.,피자 한판을 다 먹었습니다.,G0299,일반 문장,-,중,43,I ate | a whole pizza.,피자 한판을 | 다 먹었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-87,Extra/Reading_for_Fun,I am a middle school student.,저는 중학생입니다.,G0299,일반 문장,-,중,43,I am a | middle school student.,저는 | 중학생입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-88,Extra/Reading_for_Fun,This is a picture last weekend.,지난 주말 사진이에요.,G0299,일반 문장,-,중,43,This is a | picture last weekend.,지난 | 주말 사진이에요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-89,Extra/Reading_for_Fun,I visited a pet shop by Aunt Mary.,나는 메리 이모가 운영하는 애완동물 가게를 방문했습니다.,G0299,일반 문장,-,중,,I visited a pet | shop by Aunt Mary.,나는 메리 이모가 | 운영하는 애완동물 가게를 방문했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-90,Extra/Reading_for_Fun,I helped her clean the snake cage of glass.,나는 그녀가 유리로 만든 뱀 우리를 청소하는 것을 도왔습니다.,G0299,비교급,Comparative,중,43,I helped her clean | the snake cage of glass.,나는 그녀가 유리로 만든 | 뱀 우리를 청소하는 것을 도왔습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-91,Extra/Reading_for_Fun,The woman the snake is Aunt Mary.,뱀이라는 여자는 메리 이모입니다.,G0299,일반 문장,-,중,,The woman the | snake is Aunt Mary.,뱀이라는 여자는 | 메리 이모입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-92,Extra/Reading_for_Fun,"The parrot on the tree said, “Hurry up.",나무 위의 앵무새가 말했습니다. “서둘러요.,G0299,일반 문장,-,중,,"The parrot on the | tree said, “Hurry up.",나무 위의 | 앵무새가 말했습니다. “서둘러요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-93,Extra/Reading_for_Fun,”  The cat watched us from a chair green and blue.,” 고양이는 녹색과 파란색의 의자에 앉아 우리를 지켜보았습니다.,G0299,일반 문장,-,중,43,”  The cat watched us | from a chair green and blue.,” 고양이는 녹색과 파란색의 | 의자에 앉아 우리를 지켜보았습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-94,Extra/Reading_for_Fun,Can you give me a hand?,나에게 도움을 줄 수 있나요?,G0299,조동사,Modal + V,중,44,Can you give | me a hand?,나에게 도움을 | 줄 수 있나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-95,Extra/Reading_for_Fun,He shouted at the top of his lungs.,그는 목청껏 소리쳤다.,G0299,일반 문장,-,중,44,He shouted at the | top of his lungs.,그는 | 목청껏 소리쳤다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-96,Extra/Reading_for_Fun,He often tells people things that are secrets.,그는 사람들에게 비밀스러운 것을 자주 이야기합니다.,G0299,접속사/관계대명사 that,that + S + V / N + that,중,44,He often tells people | things that are secrets.,그는 사람들에게 비밀스러운 | 것을 자주 이야기합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-97,Extra/Reading_for_Fun,Guess the animal that I have in mind.,내가 생각하는 동물을 맞춰보세요.,G0299,접속사/관계대명사 that / 사역동사,that + S + V / N + that / make/have/let + O + V,중,45,Guess the animal that | I have in mind.,내가 생각하는 | 동물을 맞춰보세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-98,Extra/Reading_for_Fun,It lives in Australia.,호주에 산다.,G0299,일반 문장,-,중,45,It lives | in Australia.,호주에 | 산다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-99,Extra/Reading_for_Fun,Its name starts with K.,이름은 K로 시작합니다.,G0299,일반 문장,-,중,45,Its name | starts with K.,이름은 | K로 시작합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-100,Extra/Reading_for_Fun,"female entire breathe extremely 1  Most of the club members are 2  Th  e air was so fresh, and the hikers started to slowly.",여성 전체 호흡이 극도로 1 동아리 회원 대부분이 2 명입니다. 공기가 너무 신선해서 등산객들이 천천히 걷기 시작했습니다.,G0299,to부정사 / 최상급,to + V / Superlative,중,46,"female entire breathe extremely 1  Most of the club members are 2 |  Th  e air was so fresh, and the hikers started to slowly.",여성 전체 호흡이 극도로 1 동아리 회원 대부분이 | 2 명입니다. 공기가 너무 신선해서 등산객들이 천천히 걷기 시작했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-101,Extra/Reading_for_Fun,3    I had few friends in elementary school since I was shy.,3 나는 수줍음이 많아서 초등학교 때 친구가 거의 없었다.,G0299,이유의 접속사,Because/Since + S + V,중,46,3    I had few | friends in elementary school since I was shy.,3 나는 수줍음이 많아서 | 초등학교 때 친구가 거의 없었다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-102,Extra/Reading_for_Fun,4  Mother Teresa spent her life looking aft  er the poor.,4 테레사 수녀는 가난한 사람들을 돌보며 일생을 보냈습니다.,G0299,현재분사/동명사 / 비교급,V-ing / Comparative,중,46,4  Mother Teresa spent her | life looking aft  er the poor.,4 테레사 수녀는 가난한 | 사람들을 돌보며 일생을 보냈습니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-103,Extra/Reading_for_Fun,LISTENING & SPEAKING Listen and role play.,듣기 및 말하기 듣기와 역할극을 해보세요.,G0299,현재분사/동명사,V-ing,중,46,LISTENING & SPEAKING | Listen and role play.,듣기 및 말하기 | 듣기와 역할극을 해보세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-104,Extra/Reading_for_Fun,READING Read and answer.,읽기 읽고 대답하세요.,G0299,현재분사/동명사 / 비교급,V-ing / Comparative,중,,READING Read | and answer.,읽기 | 읽고 대답하세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-105,Extra/Reading_for_Fun,Ants seem to be busy all the time and never rest.,개미는 항상 바쁘고 절대 쉬지 않는 것 같습니다.,G0299,to부정사 / 비교급,to + V / Comparative,중,46,Ants seem to be busy | all the time and never rest.,개미는 항상 바쁘고 절대 | 쉬지 않는 것 같습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-106,Extra/Reading_for_Fun,But this is not true.,그러나 이것은 사실이 아니다.,G0299,일반 문장,-,중,46,But this | is not true.,그러나 이것은 | 사실이 아니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-107,Extra/Reading_for_Fun,Worker ants rest by taking very short naps about 250 times a day.,일개미는 하루에 약 250번 정도 아주 짧은 낮잠을 자면서 휴식을 취합니다.,G0299,현재분사/동명사 / 비교급,V-ing / Comparative,중,46,Worker ants rest by taking very | short naps about 250 times a day.,일개미는 하루에 약 250번 정도 | 아주 짧은 낮잠을 자면서 휴식을 취합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-108,Extra/Reading_for_Fun,Each of these naps lasts only about a minute.,각각의 낮잠은 약 1분 정도만 지속됩니다.,G0299,일반 문장,-,중,,Each of these naps | lasts only about a minute.,각각의 낮잠은 약 | 1분 정도만 지속됩니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-109,Extra/Reading_for_Fun,This means that the worker ants sleep for about four hours each day.,이것은 일개미가 매일 약 4시간 동안 잠을 잔다는 것을 의미합니다.,G0299,접속사/관계대명사 that / 비교급,that + S + V / N + that / Comparative,중,46,This means that the worker ants | sleep for about four hours each day.,이것은 일개미가 매일 약 4시간 | 동안 잠을 잔다는 것을 의미합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-110,Extra/Reading_for_Fun,"On the other hand, queen ants fall asleep 90 times a day, and they sleep for about six minutes at a time.","반면 여왕개미는 하루에 90번 잠을 자는데, 한 번에 약 6분 정도 잠을 잔다.",G0299,비교급,Comparative,중,46,"On the other hand, queen ants fall asleep 90 times a | day, and they sleep for about six minutes at a time.","반면 여왕개미는 하루에 90번 잠을 자는데, | 한 번에 약 6분 정도 잠을 잔다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-111,Extra/Reading_for_Fun,This means that they sleep for about nine hours each day.,이는 그들이 매일 약 9시간 동안 잠을 잔다는 것을 의미합니다.,G0299,접속사/관계대명사 that,that + S + V / N + that,중,46,This means that they sleep | for about nine hours each day.,이는 그들이 매일 약 9시간 | 동안 잠을 잔다는 것을 의미합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-112,Extra/Reading_for_Fun,"In short, ants sleep and rest just like us, though they do so in a diﬀ  erent way.","간단히 말해서, 개미는 우리와 마찬가지로 잠을 자고 휴식을 취하지만, 그 방식은 다릅니다.",G0299,양보의 접속사 / 최상급,Though + S + V / Superlative,중,46,"In short, ants sleep and rest just like us, | though they do so in a diﬀ  erent way.","간단히 말해서, 개미는 우리와 마찬가지로 잠을 | 자고 휴식을 취하지만, 그 방식은 다릅니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-113,Extra/Reading_for_Fun,7  How do worker ants rest?,7 일개미는 어떻게 쉬나요?,G0299,의문사 구문 / 비교급,Wh-word / Comparative,중,46,7  How | do worker ants rest?,7 일개미는 | 어떻게 쉬나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-114,Extra/Reading_for_Fun,8   Worker ants sleep for about hours a day while queen ants sleep for about hours a day.,"8 일개미는 하루에 약 몇 시간 동안 잠을 자고, 여왕개미는 하루에 약 시간 동안 잠을 잔다.",G0299,시간의 접속사 / 비교급,When/While + S + V / Comparative,중,46,8   Worker ants sleep for about hours a | day while queen ants sleep for about hours a day.,"8 일개미는 하루에 약 몇 시간 동안 잠을 | 자고, 여왕개미는 하루에 약 시간 동안 잠을 잔다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-115,Extra/Reading_for_Fun,GRAMMAR & WRITING Choose and write.,문법 및 쓰기 선택하고 쓰기.,G0299,현재분사/동명사,V-ing,중,46,GRAMMAR & WRITING | Choose and write.,문법 및 | 쓰기 선택하고 쓰기.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-116,Extra/Reading_for_Fun,9  Look at the boy (dancing / danced) on the stage.,9 무대 위에서 춤추는 소년을 보세요.,G0299,현재분사/동명사,V-ing,중,46,9  Look at the boy | (dancing / danced) on the stage.,9 무대 위에서 | 춤추는 소년을 보세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-117,Extra/Reading_for_Fun,"10  (Since / Th  ough) he has two left   feet, he enjoys dancing.",10 (그 이후로 / 그래도) 그는 왼쪽 발이 두 개 있어서 춤추는 것을 즐긴다.,G0299,이유의 접속사 / 현재분사/동명사,Because/Since + S + V / V-ing,중,43,"10  (Since / Th  ough) he | has two left   feet, he enjoys dancing.",10 (그 이후로 / 그래도) 그는 왼쪽 | 발이 두 개 있어서 춤추는 것을 즐긴다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-118,Extra/Reading_for_Fun,Can you tell me about the machine?,기계에 대해 말해줄 수 있나요?,G0299,조동사,Modal + V,중,34,Can you tell | me about the machine?,기계에 대해 | 말해줄 수 있나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-119,Extra/Reading_for_Fun,Jenkins stood before his class.,Jenkins는 수업 앞에 섰습니다.,G0299,시간의 접속사,When/While + S + V,중,47,Jenkins stood | before his class.,Jenkins는 수업 | 앞에 섰습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-120,Extra/Reading_for_Fun,He had a large jar and a big bag on the teacher’s desk.,그는 선생님 책상 위에 큰 항아리와 큰 가방을 가지고 있었습니다.,G0299,비교급,Comparative,중,,He had a large jar and | a big bag on the teacher’s desk.,그는 선생님 책상 위에 큰 | 항아리와 큰 가방을 가지고 있었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-121,Extra/Reading_for_Fun,"When the class began, he picked up the jar and started to fi  ll it with golf balls  from the bag.",수업이 시작되자 그는 항아리를 집어들고 가방에 들어 있던 골프공을 채우기 시작했습니다.,G0299,시간의 접속사 / to부정사,When/While + S + V / to + V,중,,"When the class began, he picked up the jar and started | to fi  ll it with golf balls  from the bag.",수업이 시작되자 그는 항아리를 집어들고 | 가방에 들어 있던 골프공을 채우기 시작했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-122,Extra/Reading_for_Fun,"He asked the students, “Is the jar full?” They all said, “Yes.",그는 학생들에게 “항아리가 가득 찼습니까?”라고 물었습니다. 그들은 모두 “그렇습니다.,G0299,일반 문장,-,중,,"He asked the students, “Is the | jar full?” They all said, “Yes.",그는 학생들에게 “항아리가 가득 | 찼습니까?”라고 물었습니다. 그들은 모두 “그렇습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-123,Extra/Reading_for_Fun,” The teacher took a box of small stones  out of the bag and poured them into the jar.,” 선생님은 가방에서 작은 돌 한 상자를 꺼내서 항아리에 부었습니다.,G0299,비교급,Comparative,중,47,” The teacher took a box of small stones  | out of the bag and poured them into the jar.,” 선생님은 가방에서 작은 돌 | 한 상자를 꺼내서 항아리에 부었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-124,Extra/Reading_for_Fun,"He shook the jar a little, and the stones rolled into the open areas between the golf balls.","그는 단지를 조금 흔들었고, 돌들은 골프공 사이의 열린 공간으로 굴러갔습니다.",G0299,일반 문장,-,중,,"He shook the jar a little, and the stones | rolled into the open areas between the golf balls.","그는 단지를 조금 흔들었고, 돌들은 | 골프공 사이의 열린 공간으로 굴러갔습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-125,Extra/Reading_for_Fun,He asked the same question and got the same answer from his students.,그는 같은 질문을 했고 학생들에게서도 같은 대답을 얻었다.,G0299,비교급,Comparative,중,47,He asked the same question and | got the same answer from his students.,그는 같은 질문을 했고 | 학생들에게서도 같은 대답을 얻었다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-126,Extra/Reading_for_Fun,"Next, the teacher took out a bottle of sand and poured it into the jar.",다음으로 선생님은 모래 한 병을 꺼내서 그 안에 부어 주셨습니다.,G0299,비교급,Comparative,중,47,"Next, the teacher took out a bottle | of sand and poured it into the jar.",다음으로 선생님은 모래 한 병을 | 꺼내서 그 안에 부어 주셨습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-127,Extra/Reading_for_Fun,"After he watched the sand fill the spaces between the stones, he asked once more, “Is the jar full?” All the students replied, “Yes.",그는 돌 사이에 모래가 채워지는 것을 보고 다시 한 번 “항아리가 가득 찼습니까?”라고 물었습니다. 학생들은 모두 “그렇습니다.,G0299,시간의 접속사 / 비교급,When/While + S + V / Comparative,중,47,"After he watched the sand fill the spaces between the stones, he | asked once more, “Is the jar full?” All the students replied, “Yes.",그는 돌 사이에 모래가 채워지는 것을 보고 다시 | 한 번 “항아리가 가득 찼습니까?”라고 물었습니다. 학생들은 모두 “그렇습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-128,Extra/Reading_for_Fun,Jenkins took a can of apple juice  out of the bag.,Jenkins는 가방에서 사과 주스 캔을 꺼냈습니다.,G0299,조동사,Modal + V,중,48,Jenkins took a can of apple | juice  out of the bag.,Jenkins는 가방에서 사과 | 주스 캔을 꺼냈습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-129,Extra/Reading_for_Fun,"He poured the apple juice into the jar, and his students watched it fill the spaces in the sand.",그는 사과 주스를 병에 부었고 그의 학생들은 그것이 모래의 공간을 채우는 것을 지켜보았습니다.,G0299,일반 문장,-,중,48,"He poured the apple juice into the jar, and | his students watched it fill the spaces in the sand.",그는 사과 주스를 병에 부었고 그의 | 학생들은 그것이 모래의 공간을 채우는 것을 지켜보았습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-130,Extra/Reading_for_Fun,"“Now, ” the teacher said, “I want you to understand that your life is just like the jar.",“이제” 선생님이 말씀하셨습니다. “네 인생은 단지 항아리와 같다는 것을 이해해 주기를 바랍니다.,G0299,to부정사 / 접속사/관계대명사 that,to + V / that + S + V / N + that,중,48,"“Now, ” the teacher said, “I want you to | understand that your life is just like the jar.",“이제” 선생님이 말씀하셨습니다. “네 인생은 단지 | 항아리와 같다는 것을 이해해 주기를 바랍니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-131,Extra/Reading_for_Fun,"The golf balls are what is most important in life: your family, your friends, your health, and your dreams.","골프공은 인생에서 가장 중요한 것입니다. 가족, 친구, 건강, 그리고 꿈입니다.",G0299,의문사 구문 / 최상급,Wh-word / Superlative,중,,"The golf balls are what is most important in | life: your family, your friends, your health, and your dreams.","골프공은 인생에서 가장 중요한 것입니다. | 가족, 친구, 건강, 그리고 꿈입니다.",Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-132,Extra/Reading_for_Fun,"Even when everything else is lost, your life can still be full.",다른 모든 것을 잃어도 당신의 삶은 여전히 ​​충만할 수 있습니다.,G0299,시간의 접속사 / 조동사,When/While + S + V / Modal + V,중,,"Even when everything else is lost, | your life can still be full.",다른 모든 것을 잃어도 당신의 | 삶은 여전히 ​​충만할 수 있습니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-133,Extra/Reading_for_Fun,"The stones are the other things valued by people, like your job, your house, and your car.","돌은 직업, 집, 자동차와 같이 사람들이 소중히 여기는 다른 것입니다.",G0299,비교급,Comparative,중,,"The stones are the other things valued by | people, like your job, your house, and your car.","돌은 직업, 집, 자동차와 같이 | 사람들이 소중히 여기는 다른 것입니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-134,Extra/Reading_for_Fun,The sand is all the small things.,모래는 모두 작은 것입니다.,G0299,일반 문장,-,중,48,The sand is | all the small things.,모래는 모두 | 작은 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-135,Extra/Reading_for_Fun,"” “If you put the sand into the jar first, ” he said, “there’s no room for the stones or the golf balls.",“병에 모래를 먼저 넣으면 돌이나 골프공이 들어갈 자리가 없어요.,G0299,조건의 접속사,If/Unless + S + V,중,48,"” “If you put the sand into the jar first, ” | he said, “there’s no room for the stones or the golf balls.",“병에 모래를 먼저 넣으면 | 돌이나 골프공이 들어갈 자리가 없어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-136,Extra/Reading_for_Fun,The same goes for life.,인생도 마찬가지다.,G0299,일반 문장,-,중,48,The same | goes for life.,인생도 | 마찬가지다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-137,Extra/Reading_for_Fun,"If you spend all your time and energy on the small things, you will never have room for what is really important to you.",작은 일에 모든 시간과 에너지를 쏟는다면 자신에게 정말 중요한 것을 담을 공간이 전혀 없을 것입니다.,G0299,조건의 접속사 / to부정사,If/Unless + S + V / to + V,중,48,"If you spend all your time and energy on the small things, | you will never have room for what is really important to you.",작은 일에 모든 시간과 에너지를 쏟는다면 자신에게 | 정말 중요한 것을 담을 공간이 전혀 없을 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-138,Extra/Reading_for_Fun,Take care of the balls first - the things that really matter.,공을 먼저 관리하세요. 정말 중요한 것입니다.,G0299,접속사/관계대명사 that / 비교급,that + S + V / N + that / Comparative,중,48,Take care of the balls first | - the things that really matter.,공을 먼저 관리하세요. | 정말 중요한 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-139,Extra/Reading_for_Fun,"” One student sitting in the back raised her hand and asked, “What does the apple juice mean?” Mr.",뒤쪽에 앉은 한 학생이 손을 들더니 “사과즙이 무슨 뜻이에요?”라고 물었다. 씨.,G0299,의문사 구문 / 현재분사/동명사,Wh-word / V-ing,중,48,"” One student sitting in the back raised her | hand and asked, “What does the apple juice mean?” Mr.",뒤쪽에 앉은 한 학생이 손을 | 들더니 “사과즙이 무슨 뜻이에요?”라고 물었다. 씨.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-140,Extra/Reading_for_Fun,"Jenkins smiled, “I’m glad you asked.",젠킨스는 미소를 지었다. “물어주셔서 기쁘네요.,G0299,일반 문장,-,중,48,"Jenkins smiled, “I’m | glad you asked.",젠킨스는 미소를 | 지었다. “물어주셔서 기쁘네요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-141,Extra/Reading_for_Fun,"It just shows that though your life may seem full, there’s always room for a cool drink with a friend.",이는 인생이 꽉 차 있는 것처럼 보일지라도 친구와 함께 시원한 음료를 마실 수 있는 여지가 항상 있다는 것을 보여줍니다.,G0299,양보의 접속사 / 접속사/관계대명사 that,Though + S + V / that + S + V / N + that,중,48,"It just shows that though your life may seem full, | there’s always room for a cool drink with a friend.",이는 인생이 꽉 차 있는 것처럼 보일지라도 친구와 함께 | 시원한 음료를 마실 수 있는 여지가 항상 있다는 것을 보여줍니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-142,Extra/Reading_for_Fun,"” What are your golf balls, small stones, and sand?","”당신의 골프공, 작은 돌, 모래는 무엇인가요?",G0299,의문사 구문,Wh-word,중,48,"” What are your golf | balls, small stones, and sand?","”당신의 골프공, 작은 | 돌, 모래는 무엇인가요?",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-143,Extra/Reading_for_Fun,"When I feel down, you make my life brighter.",기분이 우울할 때 당신은 내 삶을 더 밝게 만들어줍니다.,G0299,시간의 접속사 / 비교급,When/While + S + V / Comparative,중,49,"When I feel down, | you make my life brighter.",기분이 우울할 때 당신은 | 내 삶을 더 밝게 만들어줍니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-144,Extra/Reading_for_Fun,"When I am happy, you make me dance and sing.",내가 기쁠 때 당신은 나를 춤추고 노래하게 만드세요.,G0299,시간의 접속사 / 현재분사/동명사,When/While + S + V / V-ing,중,49,"When I am happy, you | make me dance and sing.",내가 기쁠 때 당신은 | 나를 춤추고 노래하게 만드세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-145,Extra/Reading_for_Fun,I will carry you around at all times.,나는 항상 당신을 데리고 다닐 것입니다.,G0299,조동사,Modal + V,중,49,I will carry you | around at all times.,나는 항상 당신을 | 데리고 다닐 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-146,Extra/Reading_for_Fun,"Dami When I am happy, you make When I am happy, you make Dear Busy Bees, Thank you, Bees.","다미 내가 기쁠 때 네가 만든다. 내가 기쁠 때 네가 만드는 Dear Busy Bees, Thank you Bees.",G0299,시간의 접속사 / 사역동사,When/While + S + V / make/have/let + O + V,중,49,"Dami When I am happy, you make When I | am happy, you make Dear Busy Bees, Thank you, Bees.","다미 내가 기쁠 때 네가 만든다. 내가 기쁠 | 때 네가 만드는 Dear Busy Bees, Thank you Bees.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-147,Extra/Reading_for_Fun,How can I enjo y my tea without the hone y you make?,당신이 만드는 꿀 없이 어떻게 차를 즐길 수 있나요?,G0299,의문사 구문 / 조동사,Wh-word / Modal + V,중,49,How can I enjo y my | tea without the hone y you make?,당신이 만드는 꿀 없이 | 어떻게 차를 즐길 수 있나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-148,Extra/Reading_for_Fun,My t ea t ast es so sweet.,내 차 맛이 너무 달콤해요.,G0299,일반 문장,-,중,,My t ea t | ast es so sweet.,내 차 | 맛이 너무 달콤해요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-149,Extra/Reading_for_Fun,I am going to plant many flowers for you.,나는 당신을 위해 많은 꽃을 심을 것입니다.,G0299,to부정사 / 현재분사/동명사,to + V / V-ing,중,49,I am going to | plant many flowers for you.,나는 당신을 위해 | 많은 꽃을 심을 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-150,Extra/Reading_for_Fun,"B I’m sorry, but we don’t have one near here.","B 죄송합니다만, 이 근처에는 그런 곳이 없어요.",G0299,사역동사,make/have/let + O + V,중,50,"B I’m sorry, but we | don’t have one near here.","B 죄송합니다만, 이 | 근처에는 그런 곳이 없어요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L02-151,Extra/Reading_for_Fun,A Do you want me to play baduk with you?,A 나랑 바둑 좀 칠까?,G0299,to부정사,to + V,중,50,A Do you want me | to play baduk with you?,A 나랑 | 바둑 좀 칠까?,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-152,Extra/Reading_for_Fun,↟ Friday evening is the time when my family likes to go for a walk.,↟ 금요일 저녁은 우리 가족이 산책하기를 좋아하는 시간입니다.,G0299,시간의 접속사 / to부정사,When/While + S + V / to + V,중,50,↟ Friday evening is the time when | my family likes to go for a walk.,↟ 금요일 저녁은 우리 | 가족이 산책하기를 좋아하는 시간입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L02-153,Extra/Reading_for_Fun,↟I wonder if they are angry.,↟화났는지 궁금해요.,G0299,조건의 접속사 / 비교급,If/Unless + S + V / Comparative,중,50,↟I wonder if | they are angry.,↟화났는지 | 궁금해요.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L02-154,Extra/Reading_for_Fun,"Lesson 4 Be Positive, Be Happy A I’d like to talk about Frida Kahlo.","Lesson 4 긍정적으로, 행복하게 A 저는 프리다 칼로(Frida Kahlo)에 대해 이야기하고 싶습니다.",G0299,to부정사,to + V,중,50,"Lesson 4 Be Positive, Be Happy A | I’d like to talk about Frida Kahlo.","Lesson 4 긍정적으로, 행복하게 A 저는 | 프리다 칼로(Frida Kahlo)에 대해 이야기하고 싶습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
